"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.827856844E2,5.246243477E-1,-5.303544998E-1,-1.818305492E0
1.827936798E2,3.799627423E-1,-1.822071075E-1,-1.218204856E0
1.828016758E2,2.873342931E-1,1.761941910E-1,-3.884620667E-1
1.828096715E2,2.412862778E-1,4.978857040E-1,3.285417557E-1
1.828176979E2,3.493975699E-1,8.269033432E-1,1.219933271E0
1.828256929E2,4.163298011E-1,1.122993469E0,1.984990835E0
1.828336889E2,5.719457865E-1,1.445605278E0,2.213205576E0
1.828416849E2,7.428790331E-1,1.878776550E0,1.889687061E0
1.828496794E2,9.041646719E-1,2.275345802E0,1.298686504E0
1.828576754E2,1.006839871E0,2.648819923E0,5.266723633E-1
1.828656713E2,1.085420132E0,3.022434235E0,-2.702069283E-2
1.828736976E2,1.117698908E0,3.282334328E0,-3.230798244E-1
1.828816932E2,1.074477911E0,3.567548752E0,-4.245395660E-1
1.828896889E2,1.019640326E0,3.715027809E0,-4.409873486E-1
1.828976830E2,9.359728098E-1,3.786733627E0,-4.530203342E-1
1.829056794E2,8.470830917E-1,3.835601807E0,-3.778665066E-1
1.829136753E2,8.202685714E-1,3.902540207E0,-2.641203403E-1
1.829216713E2,8.704216480E-1,3.913462639E0,-1.959669590E-1
1.829296968E2,9.219692945E-1,3.988586426E0,-1.821365356E-1
1.829376925E2,1.055171251E0,4.114220619E0,-8.825159073E-2
1.829456876E2,1.160899878E0,4.186050415E0,3.745884895E-1
1.829536835E2,1.157548904E0,4.122574806E0,1.017863750E0
1.829616790E2,1.140249968E0,3.916032791E0,2.044955730E0
1.829696750E2,1.074361086E0,3.521623611E0,2.987591505E0
1.829776709E2,8.985102177E-1,2.937185287E0,3.890891790E0
1.829856962E2,7.542586327E-1,2.298736572E0,4.317931652E0
1.829936925E2,6.784554124E-1,1.664489746E0,4.122312546E0
1.830016881E2,7.107786536E-1,8.974847794E-1,3.326656342E0
1.830096829E2,8.458256125E-1,2.592201233E-1,2.001055717E0
1.830176785E2,1.116592407E0,-2.333097458E-1,7.220015526E-1
1.830256748E2,1.421846032E0,-7.406940460E-1,-4.883615971E-1
1.830336699E2,1.627009034E0,-1.129404068E0,-1.187944889E0
1.830416963E2,1.807143450E0,-1.467939377E0,-1.509067893E0
1.830496915E2,1.860678315E0,-1.808712006E0,-1.570217133E0
1.830576874E2,1.819150686E0,-2.078495026E0,-1.497796416E0
1.830656834E2,1.676625848E0,-2.332960606E0,-1.359066725E0
1.830736784E2,1.422658324E0,-2.474384308E0,-1.300105214E0
1.830816750E2,1.111892700E0,-2.615555286E0,-1.272278428E0
1.830896702E2,7.214477658E-1,-2.725425243E0,-1.335428476E0
1.830976954E2,4.271589220E-1,-2.811378479E0,-1.369702101E0
1.831056913E2,1.836783737E-1,-2.868600845E0,-1.458968997E0
1.831136867E2,7.308661938E-3,-2.880275249E0,-1.507705808E0
1.831216827E2,-1.902905405E-1,-2.826976299E0,-1.591004372E0
1.831296783E2,-4.190784097E-1,-2.725138664E0,-1.633358240E0
1.831376744E2,-5.462949276E-1,-2.660795212E0,-1.616325140E0
1.831456697E2,-5.295398235E-1,-2.641142368E0,-1.513579249E0
1.831536952E2,-4.570569098E-1,-2.635238647E0,-1.389095783E0
1.831616916E2,-2.538840771E-1,-2.576316357E0,-1.186806917E0
1.831696870E2,-2.971330285E-2,-2.498535156E0,-9.524438381E-1
1.831776826E2,2.990663052E-2,-2.399837494E0,-7.829558849E-1
1.831856786E2,7.379618287E-2,-2.268728256E0,-6.695909500E-1
1.831936736E2,1.115605831E-1,-2.064684868E0,-6.980285645E-1
1.832016693E2,9.995853901E-2,-1.849898338E0,-8.588900566E-1
1.832096958E2,1.347829998E-1,-1.619419098E0,-1.090446115E0
1.832176903E2,2.021302879E-1,-1.408615589E0,-1.286607623E0
1.832256865E2,3.332870305E-1,-1.121471405E0,-1.491240501E0
1.832336825E2,2.867100537E-1,-8.846454620E-1,-1.561399341E0
1.832416782E2,1.976723820E-1,-5.807094574E-1,-1.504778504E0
1.832496739E2,1.975075752E-1,-1.616010666E-1,-1.192715168E0
1.832576690E2,1.464648545E-1,1.713542938E-1,-8.688626289E-1
1.832656948E2,9.130349755E-2,4.798879623E-1,-5.340776443E-1
1.832736914E2,2.482238412E-2,9.260244370E-1,-2.552185059E-1
1.832816864E2,1.795995235E-2,1.237012863E0,1.086235046E-2
1.832896816E2,1.130944788E-1,1.523077011E0,-1.842308044E-2
1.832976776E2,2.773133516E-1,1.758409500E0,-9.293603897E-2
1.833056732E2,4.675472975E-1,2.040161133E0,-3.211848736E-1
1.833136990E2,4.831093848E-1,2.359948158E0,-6.002736092E-1
1.833216951E2,4.270904958E-1,2.630070686E0,-8.040157557E-1
1.833296895E2,3.915091455E-1,2.971241951E0,-8.521165848E-1
1.833376857E2,2.925025225E-1,3.263718605E0,-6.081833839E-1
1.833456809E2,9.376195073E-2,3.528594971E0,-2.215547562E-1
1.833536772E2,-1.222703755E-1,3.719700813E0,1.232833862E-1
1.833616735E2,-3.476877511E-1,3.793344498E0,3.779945374E-1
1.833696682E2,-4.351866543E-1,3.866479874E0,5.988550186E-1
1.833776941E2,-5.665034652E-1,3.958524704E0,6.245033741E-1
1.833856891E2,-8.547592163E-1,4.010128975E0,3.619394302E-1
1.833936851E2,-1.112321496E0,4.022434235E0,1.678385735E-1
1.834016810E2,-1.224749327E0,4.015559196E0,3.230581284E-1
1.834096762E2,-1.222792625E0,3.987430573E0,9.986433983E-1
1.834176724E2,-1.181366324E0,3.729296684E0,1.725093365E0
1.834256681E2,-1.176179171E0,3.170496941E0,2.603258133E0
1.834336939E2,-1.112620950E0,2.441001892E0,3.326406717E0
1.834416905E2,-1.276611328E0,1.730894089E0,3.555617332E0
1.834496853E2,-1.542065978E0,7.641887665E-1,3.573357105E0
1.834576810E2,-1.673461199E0,7.689476013E-3,3.291087627E0
1.834656763E2,-1.757936120E0,-7.153348923E-1,2.759853125E0
1.834736720E2,-1.729825020E0,-1.246559143E0,2.081427574E0
1.834816985E2,-1.776700616E0,-1.609127998E0,1.348549366E0
1.834896938E2,-1.782928705E0,-1.914915562E0,4.722621441E-1
1.834976896E2,-1.685883284E0,-2.155679703E0,-2.500369549E-1
1.835056853E2,-1.446516633E0,-2.339249134E0,-1.045020461E0
1.835136803E2,-1.237171650E0,-2.441400051E0,-1.736679316E0
1.835216762E2,-1.009122133E0,-2.475584030E0,-2.291491985E0
1.835296717E2,-6.991586685E-1,-2.450838566E0,-2.876968145E0
1.835376978E2,-3.789383173E-1,-2.382955551E0,-3.276787758E0
1.835456944E2,-1.316910982E-2,-2.309638977E0,-3.440217018E0
1.835536892E2,4.034686685E-1,-2.223563194E0,-3.298243523E0
1.835616843E2,7.360807657E-1,-2.230756760E0,-3.051159859E0
1.835696802E2,9.989023805E-1,-2.324583530E0,-2.612389326E0
1.835776759E2,1.184864163E0,-2.446135044E0,-2.099607229E0
1.835856710E2,1.249040723E0,-2.572419167E0,-1.669456601E0
1.835936974E2,1.360326767E0,-2.785866261E0,-1.174329162E0
1.836016940E2,1.431765079E0,-2.895802021E0,-9.367511272E-1
1.836096884E2,1.379448891E0,-2.917181969E0,-8.492991924E-1
1.836176850E2,1.219404697E0,-2.847972393E0,-9.707646370E-1
1.836256802E2,9.478363991E-1,-2.785686016E0,-1.217959523E0
1.836336752E2,6.547071934E-1,-2.686612606E0,-1.449949741E0
1.836416708E2,5.265078545E-1,-2.552315712E0,-1.550401688E0
1.836496973E2,3.884251714E-1,-2.329679012E0,-1.739027381E0
1.836576927E2,4.290537238E-1,-2.066203117E0,-1.869127512E0
1.836656880E2,6.130990982E-1,-1.910120964E0,-1.922258735E0
1.836736832E2,8.552412391E-1,-1.765421867E0,-1.913595557E0
1.836816800E2,1.085201144E0,-1.667909145E0,-1.881515265E0
1.836896748E2,1.191302061E0,-1.550342560E0,-1.821823835E0
1.836976705E2,1.274027586E0,-1.288125038E0,-1.533830404E0
1.837056969E2,1.248587370E0,-9.318294525E-1,-1.141096592E0
1.837136920E2,1.060622692E0,-4.600906372E-1,-6.887849569E-1
1.837216883E2,8.982604146E-1,-1.947402954E-2,-3.737790585E-1
1.837296836E2,6.574288011E-1,6.075973511E-1,-2.382605076E-1
1.837376797E2,4.169803560E-1,1.100085258E0,-2.556686401E-1
1.837456753E2,4.762877226E-1,1.464961052E0,-5.022598505E-1
1.837536701E2,9.257737398E-1,1.922670364E0,-8.158212900E-1
1.837616960E2,1.473031521E0,2.284758568E0,-1.073749185E0
1.837696925E2,2.361042976E0,2.495348930E0,-1.115455270E0
1.837776873E2,2.540614605E0,3.233178139E0,-7.449285984E-1
1.837856836E2,2.738987923E0,3.240544319E0,-2.654156685E-1
1.837936786E2,2.572207689E0,3.054525375E0,2.568049431E-1
1.838016747E2,2.353708506E0,3.272490501E0,5.000016689E-1
1.838096694E2,2.254384995E0,3.417261124E0,4.568815231E-1
1.838176961E2,2.141255379E0,3.878874779E0,-1.783394814E-2
1.838256919E2,1.831503272E0,4.440555573E0,-4.879078865E-1
1.838336866E2,1.623571873E0,4.614661217E0,-8.318319321E-1
1.838416826E2,1.403138161E0,5.039526939E0,-1.289783120E0
1.838496783E2,1.376170039E0,5.650133133E0,-1.217500687E0
1.838576737E2,1.347135425E0,5.991044044E0,-2.065694332E-1
1.838656693E2,1.364635348E0,5.951823235E0,1.115655422E0
1.838736958E2,1.323230982E0,5.559826851E0,3.121294737E0
1.838816920E2,1.345856786E0,4.625180244E0,4.894492149E0
1.838896868E2,1.386609554E0,3.960886955E0,6.448141098E0
1.838976822E2,1.360007644E0,2.818339348E0,7.249924660E0
1.839056782E2,1.259061575E0,1.774840355E0,7.240362167E0
1.839136739E2,1.367970347E0,9.204282761E-1,6.019329548E0
1.839216701E2,1.544033527E0,5.173349380E-1,4.406886101E0
1.839296954E2,1.522914171E0,2.035417557E-1,2.388350725E0
1.839376923E2,1.577947497E0,-3.699035645E-1,8.456296921E-1
1.839456864E2,1.690344810E0,-8.967027664E-1,-4.141688347E-2
1.839536821E2,1.796776295E0,-1.560763836E0,-6.406121254E-1
1.839616772E2,1.870333672E0,-2.106139660E0,-1.011158586E0
1.839696734E2,1.811180115E0,-2.447134018E0,-1.340706110E0
1.839776686E2,1.625693083E0,-2.793429375E0,-1.755188942E0
1.839856957E2,1.393669009E0,-2.951488018E0,-2.083420038E0
1.839936913E2,1.077994823E0,-3.022640228E0,-2.303242922E0
1.840016873E2,7.451031208E-1,-3.073015690E0,-2.247927904E0
1.840096824E2,3.846092224E-1,-3.107362747E0,-2.107104778E0
1.840176783E2,1.326739788E-2,-3.202315807E0,-1.861718059E0
1.840256728E2,-1.765325963E-1,-3.209947586E0,-1.565168500E0
1.840336694E2,-3.241469860E-1,-3.221657276E0,-1.208868504E0
1.840416952E2,-3.943135142E-1,-3.252396584E0,-9.967284203E-1
1.840496900E2,-4.060472250E-1,-3.281110764E0,-8.456243277E-1
1.840576860E2,-3.595206738E-1,-3.281838417E0,-7.734405994E-1
1.840656814E2,-3.020130992E-1,-3.226200104E0,-7.765150070E-1
1.840736773E2,-2.452840209E-1,-3.181480408E0,-9.089945555E-1
1.840816730E2,-2.463463843E-1,-3.145322323E0,-1.242496490E0
1.840896674E2,-2.278240025E-1,-3.069382191E0,-1.515141606E0
1.840976946E2,-1.366272569E-1,-2.907716274E0,-1.817027330E0
1.841056899E2,-7.329036295E-2,-2.755695343E0,-2.048980236E0
1.841136856E2,-2.574615180E-2,-2.550799370E0,-2.331672430E0
1.841216812E2,-3.957250714E-2,-2.230506420E0,-2.407552719E0
1.841296770E2,-1.463434696E-1,-1.885604382E0,-2.385142803E0
1.841376729E2,-2.272146791E-1,-1.472948074E0,-2.288670301E0
1.841456674E2,-2.728331983E-1,-1.162424088E0,-2.166491032E0
1.841536945E2,-3.678853214E-1,-8.056697845E-1,-1.869997740E0
1.841616895E2,-3.956435025E-1,-3.764791489E-1,-1.592715263E0
1.841696849E2,-3.504500985E-1,-7.857990265E-2,-1.245172501E0
1.841776812E2,-4.127061367E-1,3.104152679E-1,-8.357913494E-1
1.841856765E2,-6.011977196E-1,6.248493195E-1,-6.405168772E-1
1.841936719E2,-6.103717089E-1,9.912958145E-1,-4.738607407E-1
1.842016680E2,-4.591716528E-1,1.471647263E0,-4.327321053E-1
1.842096950E2,-2.277162075E-1,1.881349564E0,-3.697814941E-1
1.842176897E2,1.071765423E-1,2.357786179E0,-2.377169132E-1
1.842256851E2,4.382656217E-1,2.822458267E0,-1.895229816E-1
1.842336805E2,7.664430737E-1,3.096553802E0,-1.803178787E-1
1.842416759E2,6.742866039E-1,3.431222916E0,-8.869075775E-2
1.842496722E2,2.607858777E-1,3.814232826E0,1.370699406E-1
1.842576676E2,-2.228391171E-1,4.101569176E0,3.525743484E-1
1.842656931E2,-6.098101735E-1,4.285581589E0,1.839151382E-1
1.842736894E2,-9.795376658E-1,4.512508392E0,-1.950871944E-1
1.842816845E2,-1.478250265E0,4.778189659E0,-6.749341488E-1
1.842896801E2,-1.914432049E0,4.995044708E0,-9.901051521E-1
1.842976770E2,-2.405884743E0,5.238004684E0,-1.013156533E0
1.843056714E2,-2.768611431E0,5.347312927E0,-4.561300278E-1
1.843136680E2,-2.847312927E0,5.131055832E0,4.236211777E-1
1.843216933E2,-2.698111057E0,4.651032448E0,1.577398539E0
1.843296890E2,-2.577219486E0,4.109304428E0,2.595615149E0
1.843376838E2,-2.459571838E0,3.279091835E0,3.612706661E0
1.843456794E2,-2.379083872E0,2.419570923E0,4.104162693E0
1.843536757E2,-2.235058069E0,1.692931175E0,4.170416355E0
1.843616702E2,-1.862044573E0,8.548107147E-1,3.651680708E0
1.843696674E2,-1.351537704E0,2.482223511E-1,2.814243555E0
1.843776929E2,-9.236339927E-1,-2.358255386E-1,1.551554441E0
1.843856892E2,-6.813321114E-1,-5.645427704E-1,3.004996777E-1
1.843936842E2,-4.921852350E-1,-7.796154022E-1,-5.927795172E-1
1.844016800E2,-2.478373647E-1,-1.052426338E0,-1.364850521E0
1.844096753E2,-7.452064753E-2,-1.269978523E0,-1.694574594E0
1.844176710E2,1.042769551E-1,-1.561310291E0,-1.797946811E0
1.844256661E2,1.986022592E-1,-1.780431747E0,-1.645613909E0
1.844336926E2,2.020685077E-1,-1.978434563E0,-1.222343445E0
1.844416882E2,2.474629581E-1,-2.194339275E0,-6.696609259E-1
1.844496833E2,3.581360579E-1,-2.309278488E0,-2.953069210E-1
1.844576793E2,5.382980108E-1,-2.472577095E0,2.638936043E-2
1.844656749E2,6.511214375E-1,-2.685147762E0,2.917892933E-1
1.844736703E2,6.834459305E-1,-2.784695625E0,3.731780052E-1
1.844816970E2,7.903288603E-1,-2.941667080E0,3.271603584E-1
1.844896928E2,8.740993142E-1,-3.127525330E0,2.408738136E-1
1.844976882E2,9.134027362E-1,-3.253304005E0,1.631803513E-1
1.845056841E2,9.435906410E-1,-3.374347210E0,-1.226232052E-1
1.845136795E2,1.022016287E0,-3.509299755E0,-3.957196474E-1
1.845216746E2,1.098619580E0,-3.664759636E0,-7.348008156E-1
1.845296702E2,1.074918270E0,-3.802068233E0,-1.031074405E0
1.845376653E2,1.085391164E0,-3.906286240E0,-1.152618647E0
1.845456920E2,1.058522463E0,-3.907686234E0,-1.337548494E0
1.845536886E2,1.072023153E0,-3.872854710E0,-1.563545704E0
1.845616831E2,1.227175951E0,-3.643451214E0,-1.807983518E0
1.845696778E2,1.410863161E0,-3.252570629E0,-1.998156548E0
1.845776747E2,1.555429220E0,-2.795692444E0,-2.154187679E0
1.845856698E2,1.647853136E0,-2.346735477E0,-2.224663019E0
1.845936966E2,1.601948142E0,-1.963176727E0,-2.233676195E0
1.846016913E2,1.346962452E0,-1.491867065E0,-2.229509592E0
1.846096879E2,1.118000865E0,-9.208517075E-1,-2.071862936E0
1.846176833E2,9.490932822E-1,-3.390502930E-1,-1.719301581E0
1.846256784E2,7.748923898E-1,3.395652771E-1,-1.176187277E0
1.846336737E2,5.392472744E-1,8.965101242E-1,-6.887748241E-1
1.846416694E2,4.000026584E-1,1.453345299E0,-2.948848009E-1
1.846496956E2,3.850467205E-1,1.990239143E0,1.509189606E-3
1.846576913E2,3.516336083E-1,2.377153397E0,7.686352730E-2
1.846656869E2,3.508766890E-1,2.793749809E0,-4.012858868E-2
1.846736833E2,3.662992716E-1,3.207915306E0,-3.232517242E-1
1.846816780E2,4.426703453E-1,3.730124474E0,-8.011434078E-1
1.846896731E2,5.943262577E-1,4.137735367E0,-1.200090647E0
1.846976688E2,7.701224089E-1,4.334788322E0,-1.375934124E0
1.847056952E2,1.059905648E0,4.508092880E0,-1.491118908E0
1.847136912E2,1.301505327E0,4.719621658E0,-1.598719478E0
1.847216868E2,1.587210417E0,4.995659828E0,-1.908267498E0
1.847296820E2,1.961608648E0,5.324709892E0,-2.467110157E0
1.847376773E2,2.291249275E0,5.815542221E0,-2.859715462E0
1.847456733E2,2.646850109E0,6.598726273E0,-2.724326611E0
1.847536686E2,2.571220875E0,7.014988899E0,-1.730556607E0
1.847616958E2,1.948491335E0,6.903444290E0,7.068302631E-1
1.847696908E2,1.117192507E0,6.217586517E0,3.558279991E0
1.847776859E2,4.409440756E-1,5.356838226E0,5.900768757E0
1.847856813E2,-1.371304989E-1,4.069323540E0,7.765652180E0
1.847936772E2,-4.199751616E-1,2.560602188E0,8.239268303E0
1.848016739E2,-5.843613148E-1,1.333384514E0,7.366843224E0
1.848096677E2,-1.650667191E-1,2.437820435E-1,5.443348885E0
1.848176939E2,2.686489224E-1,-5.236549377E-1,3.343906403E0
1.848256905E2,8.149608970E-1,-1.423746109E0,1.067153335E0
1.848336864E2,1.293498516E0,-2.116849899E0,-4.897989035E-1
1.848416815E2,1.807685733E0,-2.568653107E0,-1.167204857E0
1.848496768E2,2.346392632E0,-3.075575829E0,-1.480019450E0
1.848576729E2,2.779579401E0,-3.422083378E0,-1.471388936E0
1.848656686E2,3.092583656E0,-3.642574787E0,-1.271957636E0
1.848736952E2,3.134746075E0,-3.816468716E0,-1.170849919E0
1.848816904E2,3.048906326E0,-3.848209381E0,-1.239672661E0
1.848896857E2,2.731886148E0,-3.840801716E0,-1.441568375E0
1.848976804E2,2.388607502E0,-3.806166172E0,-1.545250893E0
1.849056765E2,1.982087016E0,-3.758591652E0,-1.621183157E0
1.849136716E2,1.597813845E0,-3.714755535E0,-1.533646345E0
1.849216681E2,1.261182189E0,-3.660526276E0,-1.363107443E0
1.849296936E2,8.950138688E-1,-3.574556351E0,-9.816775918E-1
1.849376894E2,5.938062668E-1,-3.521809578E0,-7.257242203E-1
1.849456854E2,4.001348019E-1,-3.440304279E0,-5.317459106E-1
1.849536810E2,2.432398796E-1,-3.332448959E0,-4.567326307E-1
1.849616767E2,7.414847612E-2,-3.140613556E0,-4.651216269E-1
1.849696723E2,-2.219067216E-1,-2.814392567E0,-4.881155491E-1
1.849776678E2,-5.304610729E-1,-2.528447151E0,-4.857348204E-1
1.849856945E2,-7.620809078E-1,-2.258930683E0,-4.173603058E-1
1.849936898E2,-7.721772194E-1,-1.986936569E0,-1.889373064E-1
1.850016846E2,-6.020777225E-1,-1.768033028E0,-9.759759903E-2
1.850096803E2,-3.447229862E-1,-1.590801239E0,-1.526694298E-1
1.850176766E2,-1.528005004E-1,-1.450717926E0,-4.318939447E-1
1.850256717E2,-2.073675394E-2,-1.261583328E0,-9.663211107E-1
1.850336670E2,4.571318626E-3,-1.068472862E0,-1.534939289E0
1.850416932E2,-1.102513075E-1,-9.115257263E-1,-1.958343148E0
1.850496892E2,-3.778097630E-1,-5.844650269E-1,-2.152279854E0
1.850576849E2,-6.277001500E-1,-2.714567184E-1,-2.096704721E0
1.850656806E2,-8.923984766E-1,6.324386597E-2,-1.836788177E0
1.850736756E2,-8.687664270E-1,4.024410248E-1,-1.557592988E0
1.850816725E2,-7.849953771E-1,7.265625000E-1,-1.350048780E0
1.850896670E2,-5.836601257E-1,1.164554596E0,-1.252427578E0
1.850976925E2,-3.656978607E-1,1.620018959E0,-1.328059435E0
1.851056891E2,-1.516464949E-1,1.930212975E0,-1.598315477E0
1.851136839E2,-9.027600288E-3,2.267495155E0,-1.904764056E0
1.851216793E2,-5.848884583E-2,2.535684586E0,-2.169795513E0
1.851296759E2,-1.102590561E-1,2.746824265E0,-2.380600452E0
1.851376706E2,-2.706251740E-1,3.033156395E0,-2.460477114E0
1.851456666E2,-5.679265261E-1,3.322378159E0,-2.502715349E0
1.851536940E2,-7.256868482E-1,3.688848495E0,-2.514727116E0
1.851616890E2,-8.680887818E-1,3.977148056E0,-2.473367453E0
1.851696837E2,-1.238381147E0,4.376543999E0,-2.412270546E0
1.851776803E2,-1.936044812E0,4.851462364E0,-2.382709980E0
1.851856748E2,-2.793628693E0,5.423715591E0,-2.219244480E0
1.851936711E2,-3.820402622E0,6.168182373E0,-1.682883024E0
1.852016656E2,-4.308297634E0,6.749740601E0,-6.879290342E-1
1.852096920E2,-4.464345455E0,7.031859398E0,9.582471848E-1
1.852176880E2,-4.195444584E0,6.724169731E0,2.846140146E0
1.852256831E2,-3.717320442E0,6.086557388E0,4.410257339E0
1.852336796E2,-2.981515408E0,4.866207123E0,6.237134457E0
1.852416745E2,-2.388280392E0,3.537611961E0,7.523514271E0
1.852496705E2,-1.807554364E0,1.873821259E0,8.247643471E0
1.852576667E2,-1.382177353E0,3.493804932E-1,7.663927078E0
1.852656922E2,-1.128947735E0,-6.206092834E-1,6.211886406E0
1.852736882E2,-1.002488375E0,-1.362296104E0,3.953821659E0
1.852816833E2,-1.039611220E0,-1.837216377E0,2.032555103E0
1.852896787E2,-1.104767323E0,-2.289960861E0,9.820318222E-2
1.852976744E2,-1.054525971E0,-2.611048698E0,-1.289129734E0
1.853056701E2,-1.003799081E0,-2.878954887E0,-1.975560069E0
1.853136651E2,-8.564410210E-1,-3.135343552E0,-2.281202555E0
1.853216915E2,-6.500071883E-1,-3.316135883E0,-2.241772413E0
1.853296872E2,-3.267431855E-1,-3.467440605E0,-1.952245831E0
1.853376835E2,6.979143620E-2,-3.543486118E0,-1.417804718E0
1.853456783E2,4.380638897E-1,-3.527211666E0,-9.669903517E-1
1.853536740E2,8.491358757E-1,-3.512381554E0,-4.912725687E-1
1.853616700E2,1.146540165E0,-3.499364853E0,-2.200298309E-1
1.853696657E2,1.352645159E0,-3.445308685E0,-8.214759827E-2
1.853776917E2,1.471520662E0,-3.427209854E0,-1.167314053E-1
1.853856880E2,1.562320232E0,-3.430734158E0,-3.551391363E-1
1.853936820E2,1.600517154E0,-3.434238434E0,-6.186404228E-1
1.854016779E2,1.659591913E0,-3.449523926E0,-8.127017021E-1
1.854096736E2,1.693162680E0,-3.467006683E0,-9.904261231E-1
1.854176692E2,1.786973238E0,-3.563336372E0,-1.005777359E0
1.854256656E2,1.840556860E0,-3.621442795E0,-8.191770315E-1
1.854336914E2,1.743945837E0,-3.646436691E0,-7.186644077E-1
1.854416871E2,1.612688541E0,-3.612182140E0,-7.293342352E-1
1.854496831E2,1.544780254E0,-3.480269909E0,-6.602945328E-1
1.854576776E2,1.411196947E0,-3.296278954E0,-6.833698750E-1
1.854656739E2,1.281923413E0,-3.036169052E0,-8.322849274E-1
1.854736692E2,1.130702376E0,-2.723625660E0,-1.053154707E0
1.854816643E2,1.056908369E0,-2.322394848E0,-1.429595470E0
1.854896910E2,9.901143312E-1,-1.935207844E0,-1.656706810E0
1.854976863E2,9.268561602E-1,-1.480395317E0,-1.827355742E0
1.855056823E2,8.765860200E-1,-9.936227798E-1,-1.837451577E0
1.855136772E2,8.265000582E-1,-4.127216339E-1,-1.787587881E0
1.855216740E2,8.199653625E-1,1.495561600E-1,-1.684973717E0
1.855296691E2,1.019877672E0,6.571149826E-1,-1.389742970E0
1.855376950E2,1.228854060E0,1.265356064E0,-7.899334431E-1
1.855456907E2,1.445659161E0,1.841929436E0,-1.092483997E-1
1.855536857E2,1.340531945E0,2.437517166E0,3.408296108E-1
1.855616829E2,8.019503355E-1,3.041438103E0,1.385788679E0
1.855696773E2,9.694476724E-1,2.885684967E0,1.538879633E0
1.855776731E2,3.728255033E-1,3.823488235E0,1.619875669E0
1.855856678E2,8.750909567E-1,4.207392693E0,1.166309476E0
1.855936945E2,1.554162264E0,4.706434250E0,5.713858604E-1
1.856016897E2,2.058069468E0,4.972661018E0,-3.013736010E-1
1.856096853E2,2.452670097E0,5.294923782E0,-9.622732401E-1
1.856176813E2,2.838331223E0,5.599671364E0,-1.682349324E0
1.856256761E2,3.027405739E0,5.901800156E0,-2.035838366E0
1.856336730E2,3.130579233E0,6.103542328E0,-2.183478117E0
1.856416678E2,3.138635635E0,6.291440964E0,-1.828509569E0
1.856496951E2,2.936918974E0,6.367259026E0,-1.183936834E0
1.856576899E2,2.575916290E0,6.271228790E0,1.232254505E-1
1.856656849E2,1.930974960E0,5.933834076E0,1.760916591E0
1.856736806E2,9.586847425E-1,5.394937515E0,3.946147203E0
1.856816769E2,2.432813048E-1,4.645631790E0,5.755071640E0
1.856896726E2,-3.266184330E-1,3.829615593E0,6.745872498E0
1.856976682E2,-9.168753624E-1,2.775105476E0,7.003908157E0
1.857056938E2,-1.178427696E0,1.758399963E0,6.330442429E0
1.857136892E2,-9.547721148E-1,1.048644066E0,5.221665382E0
1.857216855E2,-4.305116534E-1,4.216585159E-1,3.750589371E0
1.857296812E2,1.276642084E-1,-1.323423386E-1,2.619410038E0
1.857376765E2,8.380125761E-1,-7.699565887E-1,1.522994041E0
1.857456719E2,1.374297023E0,-1.494830132E0,6.193232536E-1
1.857536673E2,1.876827836E0,-2.074453354E0,1.332759857E-2
1.857616934E2,2.227163792E0,-2.596953392E0,-6.418600678E-1
1.857696897E2,2.248818159E0,-2.908740044E0,-1.123125553E0
1.857776845E2,2.135090590E0,-3.148755074E0,-1.566149235E0
1.857856802E2,1.934982538E0,-3.298714638E0,-1.785758257E0
1.857936770E2,1.837279558E0,-3.425932407E0,-1.744700909E0
1.858016721E2,1.801079988E0,-3.513256073E0,-1.518590808E0
1.858096666E2,1.662178516E0,-3.546717167E0,-1.270399213E0
1.858176936E2,1.328356028E0,-3.562542915E0,-9.160680175E-1
1.858256899E2,9.431453943E-1,-3.589808941E0,-6.998481154E-1
1.858336844E2,7.089648843E-1,-3.561706066E0,-5.440478325E-1
1.858416809E2,5.104635954E-1,-3.533372879E0,-2.376233339E-1
1.858496766E2,4.017114341E-1,-3.505065918E0,-6.799101830E-3
1.858576717E2,2.527891994E-1,-3.491530418E0,2.366086245E-1
1.858656667E2,9.899523854E-2,-3.457246304E0,2.551975250E-1
1.858736929E2,-8.098918200E-2,-3.457467079E0,1.505314112E-1
1.858816883E2,-2.850078940E-1,-3.401278019E0,-1.610281467E-1
1.858896843E2,-3.980088830E-1,-3.317183495E0,-5.347768068E-1
1.858976793E2,-5.470225811E-1,-3.116249084E0,-1.023081064E0
1.859056750E2,-6.348294020E-1,-2.944096088E0,-1.477912188E0
1.859136710E2,-7.119116187E-1,-2.831571579E0,-1.723821163E0
1.859216667E2,-6.782863140E-1,-2.615810394E0,-1.823596001E0
1.859296931E2,-5.983418822E-1,-2.421360970E0,-1.867863178E0
1.859376885E2,-5.649255514E-1,-2.123782158E0,-2.040407658E0
1.859456842E2,-5.132667422E-1,-1.802017689E0,-2.114097118E0
1.859536796E2,-5.176132917E-1,-1.412886620E0,-2.139706612E0
1.859616743E2,-4.292911887E-1,-8.628129959E-1,-1.948263526E0
1.859696709E2,-3.653622866E-1,-3.647928238E-1,-1.767593145E0
1.859776660E2,-2.148698568E-1,2.175674438E-1,-1.484317899E0
1.859856916E2,-6.989562511E-2,7.620735168E-1,-1.114239573E0
